totalIterations;numWorkers;Duree;Pi;Error
100000000;1;3273;3.1413930000;0.0000635517
100000000;1;3214;3.1415071600;0.0000272135
100000000;1;3222;3.1414584800;0.0000427088
100000000;1;3208;3.1415102400;0.0000262331
100000000;1;3212;3.1417489200;0.0000497411
100000000;1;3213;3.1415353600;0.0000182371
100000000;1;3222;3.1419118000;0.0001015875
100000000;1;3261;3.1415646000;0.0000089297
100000000;1;3222;3.1416508400;0.0000185213
100000000;1;3265;3.1414566000;0.0000433072
100000000;1;3241;3.1415793600;0.0000042315
100000000;1;3271;3.1415018400;0.0000289069
100000000;1;3215;3.1416086800;0.0000051014
100000000;1;3214;3.1415973200;0.0000014854
100000000;1;3243;3.1417341600;0.0000450429
100000000;2;1659;3.1417715600;0.0000569477
100000000;2;1649;3.1416655200;0.0000231941
100000000;2;1651;3.1415062000;0.0000275190
100000000;2;1655;3.1413661200;0.0000721079
100000000;2;1654;3.1417241600;0.0000418598
100000000;2;1645;3.1419443200;0.0001119389
100000000;2;1657;3.1415718400;0.0000066252
100000000;2;1649;3.1417552000;0.0000517401
100000000;2;1654;3.1416018000;0.0000029114
100000000;2;1652;3.1413732800;0.0000698288
100000000;2;1656;3.1412346000;0.0001139720
100000000;2;1655;3.1414363600;0.0000497498
100000000;2;1685;3.1419874800;0.0001256771
100000000;2;1655;3.1416304000;0.0000120151
100000000;2;1651;3.1417004800;0.0000343222
100000000;3;1121;3.1417542800;0.0000514473
100000000;3;1127;3.1415370800;0.0000176896
100000000;3;1178;3.1414365200;0.0000496989
100000000;3;1125;3.1416526400;0.0000190943
100000000;3;1117;3.1417436000;0.0000480477
100000000;3;1121;3.1413825600;0.0000668749
100000000;3;1118;3.1416761600;0.0000265809
100000000;3;1119;3.1415072400;0.0000271880
100000000;3;1118;3.1417532800;0.0000511290
100000000;3;1128;3.1412882000;0.0000969106
100000000;3;1133;3.1415508400;0.0000133097
100000000;3;1127;3.1413988000;0.0000617055
100000000;3;1130;3.1417470000;0.0000491300
100000000;3;1128;3.1415952400;0.0000008233
100000000;3;1130;3.1414946800;0.0000311860
100000000;4;854;3.1414672000;0.0000399331
100000000;4;862;3.1413372400;0.0000813007
100000000;4;859;3.1416396000;0.0000149435
100000000;4;862;3.1415504000;0.0000134497
100000000;4;849;3.1414237200;0.0000537732
100000000;4;853;3.1416508000;0.0000185086
100000000;4;842;3.1415588400;0.0000107632
100000000;4;842;3.1414448000;0.0000470633
100000000;4;953;3.1415793200;0.0000042442
100000000;4;849;3.1417554400;0.0000518165
100000000;4;848;3.1415370800;0.0000176896
100000000;4;847;3.1416212800;0.0000091121
100000000;4;851;3.1415980800;0.0000017273
100000000;4;848;3.1417758400;0.0000583100
100000000;4;894;3.1414466000;0.0000464903
100000000;5;720;3.1419336800;0.0001085521
100000000;5;690;3.1416582400;0.0000208768
100000000;5;717;3.1415991600;0.0000020711
100000000;5;715;3.1415447200;0.0000152577
100000000;5;707;3.1418190800;0.0000720738
100000000;5;709;3.1416863600;0.0000298277
100000000;5;701;3.1416494000;0.0000180629
100000000;5;691;3.1417998800;0.0000659622
100000000;5;967;3.1418200400;0.0000723793
100000000;5;703;3.1415400000;0.0000167602
100000000;5;687;3.1416274800;0.0000110856
100000000;5;706;3.1417754400;0.0000581827
100000000;5;688;3.1417330000;0.0000446736
100000000;5;694;3.1418986000;0.0000973858
100000000;5;719;3.1414327600;0.0000508957
100000000;6;584;3.1415036400;0.0000283339
100000000;6;649;3.1415800800;0.0000040023
100000000;6;599;3.1415650400;0.0000087897
100000000;6;607;3.1417507600;0.0000503268
100000000;6;628;3.1414451200;0.0000469614
100000000;6;587;3.1416766400;0.0000267337
100000000;6;587;3.1416794800;0.0000276377
100000000;6;592;3.1418471200;0.0000809992
100000000;6;579;3.1417037600;0.0000353663
100000000;6;639;3.1414579600;0.0000428743
100000000;6;581;3.1414248400;0.0000534167
100000000;6;618;3.1414942800;0.0000313133
100000000;6;579;3.1415438800;0.0000155251
100000000;6;587;3.1413544000;0.0000758385
100000000;6;604;3.1414994000;0.0000296835
100000000;7;544;3.1415706800;0.0000069944
100000000;7;548;3.1415049600;0.0000279137
100000000;7;542;3.1415319200;0.0000193321
100000000;7;577;3.1416302400;0.0000119641
100000000;7;576;3.1418106800;0.0000694000
100000000;7;535;3.1416383600;0.0000145488
100000000;7;665;3.1416738000;0.0000258297
100000000;7;545;3.1415681600;0.0000077966
100000000;7;563;3.1414762800;0.0000370429
100000000;7;565;3.1416128800;0.0000064383
100000000;7;603;3.1415318400;0.0000193576
100000000;7;539;3.1417492800;0.0000498557
100000000;7;622;3.1416465600;0.0000171589
100000000;7;547;3.1413044800;0.0000917285
100000000;7;681;3.1413274800;0.0000844074
100000000;8;623;3.1414523600;0.0000446568
100000000;8;516;3.1417194800;0.0000403701
100000000;8;531;3.1415543200;0.0000122020
100000000;8;619;3.1416277600;0.0000111747
100000000;8;571;3.1414290800;0.0000520671
100000000;8;594;3.1416546000;0.0000197182
100000000;8;612;3.1414420000;0.0000479545
100000000;8;535;3.1414720400;0.0000383925
100000000;8;535;3.1416550000;0.0000198455
100000000;8;550;3.1415901200;0.0000008065
100000000;8;502;3.1414354800;0.0000500299
100000000;8;623;3.1415126000;0.0000254818
100000000;8;501;3.1417314000;0.0000441644
100000000;8;605;3.1414418000;0.0000480182
100000000;8;504;3.1413334400;0.0000825102
